scenario,strategy,best_val_bpt_mean,bits_per_mesh_mean,val_tokens_per_epoch_mean,max_seq_length_mean,peak_gpu_mem_mib_mean,wall_time_s_mean,epochs_run_mean,best_val_bpt_std,bits_per_mesh_std,val_tokens_per_epoch_std,max_seq_length_std,peak_gpu_mem_mib_std,wall_time_s_std,epochs_run_std,best_val_bpt_n,bits_per_mesh_n,val_tokens_per_epoch_n,max_seq_length_n,peak_gpu_mem_mib_n,wall_time_s_n,epochs_run_n
fixed_batch,1,1.0922773800122236,343.61842470473084,77013.33333333333,448.0,15869.01904296875,672.960193160378,25.0,0.06731803953474594,28.00203538144324,1531.18690346193,0.0,3.6324014738810195,13.72108240591523,0.0,3,3,3,3,3,3,3
fixed_batch,2,1.7954943472151113,339.8451208447051,46345.0,272.0,8379.48486328125,623.2974296597143,25.0,0.09123266191911655,23.587388460764565,895.1675820761161,0.0,0.0,8.740325712125745,0.0,3,3,3,3,3,3,3
mem_matched,1,0.49919483008390125,156.97376574858674,77013.33333333333,448.0,8259.385579427084,694.552518863619,25.0,0.0215490836282607,9.149306717678263,1531.18690346193,0.0,1.8603195441320022,2.2463682067688717,0.0,3,3,3,3,3,3,3
mem_matched,2,1.7954943472151113,339.8451208447051,46345.0,272.0,8380.37060546875,617.6019103279492,25.0,0.09123266191911655,23.587388460764565,895.1675820761161,0.0,1.534150471157199,5.028037227835124,0.0,3,3,3,3,3,3,3
