seed,sorting_strategy,config_hash,run_dir,best_val_bpt,best_val_nll,best_val_perplexity,best_epoch,epochs_run,final_train_bpt,final_val_bpt,train_tokens_per_epoch,val_tokens_per_epoch,n_train_meshes,n_val_meshes,bits_per_mesh,max_seq_length,tokens_per_face,vocab_size,peak_gpu_mem_bytes,peak_gpu_mem_mib,wall_time_s
0,0,24a6e5b6,runs/compare_run_courier/24a6e5b6,0.5884386089947166,0.4078745627573038,1.5036185395766015,29,30,0.6387789679337932,0.5884386089947166,321608,78640,984,245,188.87678453610005,448,8,260,8662845952,8261.53369140625,802.6760997308884
1,0,ce6b2ac2,runs/compare_run_courier/ce6b2ac2,0.6393545787147367,0.44316682361421134,1.5576321624954002,29,30,0.6415411825969052,0.6393545787147367,325128,75600,984,245,197.28655571769016,448,8,260,8659467264,8258.3115234375,756.065657896921
