seed,sorting_strategy,config_hash,run_dir,best_val_bpt,best_val_nll,best_val_perplexity,best_epoch,epochs_run,final_train_bpt,final_val_bpt,train_tokens_per_epoch,val_tokens_per_epoch,n_train_meshes,n_val_meshes,bits_per_mesh,max_seq_length,tokens_per_face,vocab_size,peak_gpu_mem_bytes,peak_gpu_mem_mib,wall_time_s
0,0,c57e072d,runs/meshtron-strategy-compare/c57e072d,0.5884386089947166,0.4078745627573038,1.5036185395766015,29,30,0.6387789679337932,0.5884386089947166,321608,78640,984,245,188.87678453610005,448,8,260,8662845952,8261.53369140625,747.8741981419735
1,0,97e25497,runs/meshtron-strategy-compare/97e25497,0.6393545787147367,0.44316682361421134,1.5576321624954002,29,30,0.6415411825969052,0.6393545787147367,325128,75600,984,245,197.28655571769016,448,8,260,8659467264,8258.3115234375,726.9938604279887
2,0,f1bd8e3d,runs/meshtron-strategy-compare/f1bd8e3d,0.574814554980682,0.39843108812967937,1.4894859912565317,29,30,0.5973123850124651,0.574814554980682,323688,76800,984,245,180.18676662251585,448,8,260,8659467264,8258.3115234375,742.15223203809
0,1,2a591de2,runs/meshtron-strategy-compare/2a591de2,0.45178189976549304,0.3131513500504673,1.3677285211439285,27,30,0.4185135720104678,0.4520842880251807,321608,78640,984,245,145.01276978595254,448,8,260,8659467264,8258.3115234375,769.0334577478934
1,1,7e92f24e,runs/meshtron-strategy-compare/7e92f24e,0.43495038077908066,0.30148463012049437,1.3518643369864602,29,30,0.4171900205988611,0.43495038077908066,325128,75600,984,245,134.21326035468775,448,8,260,8659467264,8258.3115234375,788.7648073791061
2,1,fb91aeed,runs/meshtron-strategy-compare/fb91aeed,0.41632479840511094,0.28857436021169025,1.3345235812894163,29,30,0.4165918162786554,0.41632479840511094,323688,76800,984,245,130.50507966331642,448,8,260,8659467264,8258.3115234375,771.2724483269267
0,3,fd74838d,runs/meshtron-strategy-compare/fd74838d,0.6785920138661248,0.4703641411617997,1.6005769230532718,29,30,0.6425896603836421,0.6785920138661248,193034,47300,984,245,131.00980512599062,272,8,260,4747542528,4527.609375,644.7840304400306
1,3,c627f5a2,runs/meshtron-strategy-compare/c627f5a2,0.6504197492246515,0.45083661535557384,1.5696248085506261,29,30,0.6256802626880169,0.6504197492246515,195069,45525,984,245,120.85860850388677,272,8,260,4747542528,4527.609375,650.8565556718968
